station_id,place_name,latitude,longitude,timezone
8418911,"Kennebunkport, Kennebunk River, ME",43.3583,-70.4767,America/New_York
8419317,"Wells, ME",43.31999969482422,-70.56330108642578,America/New_York
8419399,"Cape Neddick, ME",43.1667,-70.5933,America/New_York
8419528,"Fort Point, York Harbor, ME",43.13,-70.6383,America/New_York
8419688,"Gerrish Island, Kittery, ME",43.0667,-70.6967,America/New_York
8419870,"Seavey Island, ME",43.0797222,-70.74111111111111,America/New_York
8420411,"Dover, Cocheco River, NH",43.1983,-70.8683,America/New_York
8423635,"Atlantic Heights, NH",43.09,-70.7633,America/New_York
8423898,"Fort Point, NH",43.07170104980469,-70.71170043945312,America/New_York
8440273,"Salisbury Point, Merrimack River, MA",42.8383,-70.9083,America/New_York
8440369,"Merrimacport, Merrimack River, MA",42.825,-70.9883,America/New_York
8440452,"Plum Island, Merrimack River Entrance, MA",42.8167,-70.82,America/New_York
8440466,"Newburyport, Merrimack River, MA",42.815,-70.8733,America/New_York
8440889,"Riverside, Merrimack River, MA",42.763889,-71.034028,America/New_York
8441241,"Plum Island South, MA",42.71013888888889,-70.78861111111111,America/New_York
8441551,"Rockport Harbor, MA",42.6583,-70.615,America/New_York
8441571,"Lobster Cove, Annisquam River, MA",42.654998779296875,-70.67669677734375,America/New_York
8441771,"Essex, Essex River, MA",42.6317,-70.7767,America/New_York
8441841,"Gloucester Harbor, MA",42.61000061035156,-70.66000366210938,America/New_York
8442417,"Beverly, Beverly Harbor, MA",42.540000915527344,-70.88670349121094,America/New_York
8442645,"Salem, Salem Harbor, MA",42.5233,-70.8767,America/New_York
8443187,"Lynn, Lynn Harbor, MA",42.4583,-70.9433,America/New_York
8443662,"Amelia Earhart Dam, Mystic River, MA",42.395,-71.0767,America/New_York
8443725,"Chelsea, MA",42.3867,-71.0233,America/New_York
8443970,"Boston, MA",42.35388888888889,-71.05027777777778,America/New_York
8444162,"Boston Light, MA",42.3283,-70.8917,America/New_York
8444525,"Nut Island, MA",42.28,-70.9533,America/New_York
8444788,"Weymouth Fore River, MA",42.2483,-70.9667,America/New_York
8445138,"Scituate, Scituate Harbor, MA",42.2017,-70.7267,America/New_York
8446009,"Brant Rock, Green Harbor River, MA",42.0833,-70.6467,America/New_York
8446121,"Provincetown, MA",42.04959166666666,-70.18215833333333,America/New_York
8446166,"Duxbury, Duxbury Harbor, MA",42.0383,-70.67,America/New_York
8446493,"Plymouth, Plymouth Harbor, MA",41.96,-70.6617,America/New_York
8447173,"Sagamore, Cape Cod Canal (Sta. 115), MA",41.775,-70.535,America/New_York
8447180,"Sandwich, MA",41.7717,-70.5067,America/New_York
8447191,"Bournedale, Cape Cod Canal (Sta. 200), MA",41.77,-70.5617,America/New_York
8447241,"Sesuit Harbor, East Dennis, MA",41.7517,-70.155,America/New_York
8447259,"Bourne Bridge, Cape Cod Canal (Sta. 320), MA",41.745,-70.5933,America/New_York
8447270,"Buzzards Bay, MA",41.7417,-70.6167,America/New_York
8447277,"Onset Beach T-12, MA",41.7417,-70.6583,America/New_York
8447281,"Steepbrook, MA",41.74,-71.1317,America/New_York
8447295,"Gray Gables, MA",41.735,-70.6233,America/New_York
8447355,"Monument Beach T-8, MA",41.715,-70.6167,America/New_York
8447368,"Great Hill, MA",41.711700439453125,-70.71499633789062,America/New_York
8447385,"Marion, Buzzard'S Bay, MA",41.705,-70.7617,America/New_York
8447386,"Fall River, MA",41.70429992675781,-71.16410064697266,America/New_York
8447416,"Piney Point, MA",41.695,-70.72,America/New_York
8447435,"Chatham, MA",41.688499450683594,-69.95110321044922,America/New_York
8447495,"Saquatucket Harbor, MA",41.6683,-70.0567,America/New_York
8447504,"South Yarmouth, Bass River, MA",41.665,-70.1833,America/New_York
8447505,"Chatham, Stage Harbor, MA",41.6667,-69.9667,America/New_York
8447506,"Wychmere Hbr., Harwichport, MA",41.665000915527344,-70.06500244140625,America/New_York
8447531,"Mattapoisett, MA",41.6567,-70.8133,America/New_York
8447605,"Hyannisport, MA",41.6317,-70.3,America/New_York
8447636,"New Bedford Harbor, MA",41.62120056152344,-70.9136962890625,America/New_York
8447685,"Chappaquoit Point, MA",41.605,-70.6517,America/New_York
8447712,"New Bedford, Clarks Point, MA",41.5933,-70.9,America/New_York
8447842,"Round Hill Point, MA",41.5383,-70.9283,America/New_York
8447930,"Woods Hole, MA",41.52361297607422,-70.67111206054688,America/New_York
8448157,"Vineyard Haven, Vineyard Hvn Hbr, MA",41.4583,-70.6,America/New_York
8448208,"Oak Bluffs, Martha'S Vineyard, MA",41.4583,-70.555,America/New_York
8448248,"Penikese Island, MA",41.45,-70.9217,America/New_York
8448251,"Quick'S Hole, MA",41.4483,-70.8567,America/New_York
8448376,"Cuttyhunk, MA",41.42499923706055,-70.91670227050781,America/New_York
8448558,"Edgartown, MA",41.3883,-70.5117,America/New_York
8448725,"Menemsha Harbor, Ma, MA",41.35444444444445,-70.76783333333333,America/New_York
8448875,"Martha'S Vineyard Gps Buoy, MA",41.32622222222222,-70.59033333333333,America/New_York
8449130,"Nantucket Island, MA",41.28499984741211,-70.0967025756836,America/New_York
8450768,"Sakonnet, RI",41.465,-71.1933,America/New_York
8450898,"Sakonnet River, North End, Bay Oil Pier, RI",41.6517,-71.21,America/New_York
8450948,"Anthony Point, RI",41.6383,-71.2117,America/New_York
8450954,"Nannaquaket, RI",41.6183,-71.2033,America/New_York
8451301,"The Glen,Sakonnet River, RI",41.5583,-71.2367,America/New_York
8451351,"Sachuest, Flint Point, RI",41.4867,-71.2383,America/New_York
8451552,"Bristol Ferry, RI",41.6367,-71.255,America/New_York
8452154,"Bristol Highlands, RI",41.69670104980469,-71.29329681396484,America/New_York
8452555,"Navy Pier, Prudence Island, RI",41.58,-71.3217,America/New_York
8452660,"Newport, RI",41.5043333,-71.3261389,America/New_York
8452944,"Conimicut Light, RI",41.71670150756836,-71.34329986572266,America/New_York
8453033,"Bay Spring, Bullock Cove, RI",41.75170135498047,-71.35169982910156,America/New_York
8453201,"Castle Hill, RI",41.4633,-71.3617,America/New_York
8453433,"Rumford, Seekonk River, RI",41.84000015258789,-71.37329864501953,America/New_York
8453465,"Conanicut Point, RI",41.5733,-71.3717,America/New_York
8453742,"West Jamestown, RI",41.4967,-71.3867,America/New_York
8453767,"Pawtuxet Cove, Providence River, RI",41.76169967651367,-71.38829803466797,America/New_York
8453999,"Beavertail Point, RI",41.4517,-71.4017,America/New_York
8454000,"Providence, RI",41.80716666666667,-71.40066666666667,America/New_York
8454049,"Quonset Point, RI",41.58679962158203,-71.41100311279297,America/New_York
8454341,"Boston Neck, RI",41.46,-71.4283,America/New_York
8454538,"Wickford, Narragansett Bay, RI",41.5717,-71.445,America/New_York
8454578,"East Greenwich, RI",41.665000915527344,-71.44499969482422,America/New_York
8454658,"Narragansett Pier, RI",41.4217,-71.455,America/New_York
8455083,"Point Judith, Harbor Of Refuge, RI",41.3633,-71.49,America/New_York
8455137,"Kickamuit River, RI",41.707801818847656,-71.24169921875,America/New_York
8455189,"Westerly Pawcatuck, RI",41.3817,-71.8317,America/New_York
8458022,"Weekapaug Point, Block Island Sound, RI",41.3283,-71.7617,America/New_York
8458694,"Watch Hill Point, RI",41.305,-71.86,America/New_York
8459338,"Block Island, RI",41.1733,-71.5567,America/New_York
8459681,"Block Island, RI",41.1633,-71.61,America/New_York
8460751,"West Mystic River, CT",41.343299865722656,-71.9749984741211,America/New_York
8461392,"Norwich, Thames River, CT",41.5233,-72.0783,America/New_York
8461467,"Yale Boathouse, Thames River, CT",41.43,-72.0933,America/New_York
8461490,"New London, CT",41.371667,-72.095556,America/New_York
8461925,"Niantic, Niantic River, CT",41.325,-72.1867,America/New_York
8463348,"Tylerville, Connecticut R., CT",41.4517,-72.465,America/New_York
8463701,"Clinton Harbor, CT",41.2683,-72.5317,America/New_York
8463827,"Maromas, Connecticut River, CT",41.5417,-72.5517,America/New_York
8463836,"Higganum Creek, Connecticut R., CT",41.5033,-72.5533,America/New_York
8464255,"Rocky Hill,Connecticut River, CT",41.6633,-72.63,America/New_York
8464336,"Middletown, Connecticut River, CT",41.56,-72.645,America/New_York
8464445,"Guilford, Guilford Harbor, CT",41.2717,-72.6667,America/New_York
8465692,"Lighthouse Point, New Haven Harbor, CT",41.2517,-72.905,America/New_York
8465705,"New Haven, CT",41.28329849243164,-72.9083023071289,America/New_York
8466375,"Gulf Beach, CT",41.205,-73.0417,America/New_York
8466442,"Milford Harbor, CT",41.2183,-73.055,America/New_York
8466573,"Shelton, Housatonic River, CT",41.3017,-73.0717,America/New_York
8466664,"Murphy'S Boat Yard, Housatonic River, CT",41.275,-73.0883,America/New_York
8466791,"Sniffens Point, Housatonic River, CT",41.1867,-73.1133,America/New_York
8466797,"I-95 Bridge, Housatonic River, CT",41.2033,-73.1117,America/New_York
8467150,"Bridgeport, CT",41.17581944444444,-73.18396944444444,America/New_York
8467373,"Black Rock Harbor, CT",41.1567,-73.2133,America/New_York
8467726,"Southport, Southport Harbor, CT",41.1333,-73.2833,America/New_York
8468191,"Saugatuck River, CT",41.119998931884766,-73.36830139160156,America/New_York
8468448,"South Norwalk, CT",41.0967,-73.415,America/New_York
8468609,"Rowayton, Fivemile River, CT",41.065,-73.445,America/New_York
8468799,"Long Neck Point, Long Island Sound, CT",41.0383,-73.48,America/New_York
8469198,"Stamford Harbor, CT",41.0383,-73.5467,America/New_York
8510448,"Lake Montauk, NY",41.0733,-71.935,America/New_York
8510560,"Montauk, NY",41.0483333,-71.9594444,America/New_York
8510719,"Silver Eel Pond, NY",41.2567,-72.03,America/New_York
8511171,"Threemile Harbor Entrance, NY",41.035,-72.19,America/New_York
8511236,"Plum Island Plum Gut Harbor, NY",41.1717,-72.205,America/New_York
8511629,"Sag Harbor, NY",41.0033,-72.2967,America/New_York
8511671,"Orient Harbor, NY",41.1367,-72.3067,America/New_York
8511907,"Greenport, NY",41.101,-72.36116666666666,America/New_York
8512354,"Shinnecock Inlet Open Coast, NY",40.8367,-72.48,America/New_York
8512451,"Ponquogue Point, NY",40.85,-72.5033,America/New_York
8512668,"Mattituck Inlet, Long Island, NY",41.01499938964844,-72.56169891357422,America/New_York
8512671,"Shinnecock Bay, NY",40.82,-72.5617,America/New_York
8512735,"South Jamesport, NY",40.935,-72.5817,America/New_York
8512769,"Shinnecock Yacht Club, Penniman Creek, NY",40.81855555555556,-72.58661111111111,America/New_York
8512987,"Northville, NY",40.9817,-72.645,America/New_York
8513388,"Moriches Cgs, Moriches Bay, NY",40.7867,-72.75,America/New_York
8513398,"Moriches Inlet, NY",40.76441666666667,-72.75597222222223,America/New_York
8513825,"Smith Point Bridge, Narrow Bay, NY",40.7383,-72.8683,America/New_York
8514322,"Patchogue, Patchogue River, NY",40.75,-73.0,America/New_York
8514422,"Cedar Beach, NY",40.965,-73.0433,America/New_York
8514560,"Port Jefferson, NY",40.95000076293945,-73.07669830322266,America/New_York
8514779,"Seaview Ferry Dock, NY",40.64925,-73.15061111111112,America/New_York
8515102,"Bayshore, Long Island, NY",40.7167,-73.24,America/New_York
8515186,"Fire Island, NY",40.6267,-73.26,America/New_York
8515586,"Northport, Northport Bay, NY",40.9,-73.3533,America/New_York
8515786,"Eatons Neck, NY",40.9533,-73.4,America/New_York
8515921,"Lloyd Harbor Lighthouse, NY",40.91,-73.4317,America/New_York
8516061,"Cold Spring Harbor, NY",40.87329864501953,-73.47000122070312,America/New_York
8516155,"Green Island, NY",40.6233,-73.5017,America/New_York
8516299,"Bayville Bridge, Oyster Bay, NY",40.9033,-73.55,America/New_York
8516402,"Point Lookout, NY",40.59388888888889,-73.58397222222223,America/New_York
8516501,"Parsonnage Cove, NY",40.6333,-73.6167,America/New_York
8516607,"Harry Tappen Marina, NY",40.83461111111111,-73.65241666666667,America/New_York
8516614,"Glen Cove Yacht Club, Long Island, NY",40.8633,-73.655,America/New_York
8516661,"Bay Park, Ny, NY",40.63,-73.67,America/New_York
8516663,"Long Beach, New York, NY",40.59633333333333,-73.65508333333334,America/New_York
8516761,"Port Washington, Manhassset Bay, NY",40.8317,-73.7033,America/New_York
8516881,"Atlantic Beach, NY",40.595,-73.7433,America/New_York
8516891,"Norton Point, Hook Creek, New York, NY",40.635,-73.7467,America/New_York
8516945,"Kings Point, NY",40.810298919677734,-73.76490020751953,America/New_York
8516990,"Willets Point, NY",40.7933,-73.7817,America/New_York
8517125,"Whitestone, NY",40.7983,-73.8133,America/New_York
8517137,"Beach Channel (Bridge), NY",40.5883,-73.82,America/New_York
8517201,"North Channel, NY",40.645,-73.8367,America/New_York
8517251,"Worlds Fair Marina, NY",40.761,-73.85036111111111,America/New_York
8517276,"College Pt, Ft. Of 110Th St, Li, NY",40.7833,-73.8567,America/New_York
8517401,"Wards Is., NY",40.7867,-73.9217,America/New_York
8517732,"Wallabout Bay, Bkln Navy Yard, NY",40.7067,-73.975,America/New_York
8517756,"Kingsborough Cc, NY",40.581199645996094,-73.93379974365234,America/New_York
8517811,"Gravesend Bay, Norton Pt. Bkln, NY",40.59,-73.9983,America/New_York
8517847,"Brooklyn Bridge, NY",40.7033,-73.995,America/New_York
8517921,"Gowanus Bay, NY",40.665,-74.0133,America/New_York
8518091,"Rye Beach, Amusement Park, NY",40.9617,-73.6717,America/New_York
8518490,"New Rochelle, NY",40.8933,-73.7817,America/New_York
8518526,"Throgs Neck, NY",40.805,-73.795,America/New_York
8518621,"Hunts Pt., NY",40.8,-73.8733,America/New_York
8518639,"Port Morris, NY",40.8017,-73.9067,America/New_York
8518643,"Randalls Island, NY",40.8,-73.9283,America/New_York
8518668,"Horns Hook, NY",40.7767,-73.9417,America/New_York
8518687,"Queensboro Bridge, NY",40.7583,-73.9583,America/New_York
8518695,"East 41St Street Pier, NY",40.7467,-73.9683,America/New_York
8518699,"Williamsburg Bridge, NY",40.7117,-73.9683,America/New_York
8518750,"The Battery, NY",40.70055389404297,-74.01416778564453,America/New_York
8518902,"Dyckman Street, NY",40.8683,-73.9333,America/New_York
8518903,"Spuyten Duyvil Ck, Ent., Hudson R,, NY",40.8783,-73.925,America/New_York
8518905,"Riverdale, Hudson River, NY",40.9033,-73.9167,America/New_York
8518924,"Haverstraw Bay, NY",41.2183,-73.9633,America/New_York
8518934,"Beacon, Hudson River, NY",41.5,-73.9833,America/New_York
8518951,"Hyde Park, NY",41.7833,-73.95,America/New_York
8518962,"Turkey Point Hudson River Nerrs, NY",42.01390075683594,-73.93920135498047,America/New_York
8518979,"Coxsackie, Hudson River, NY",42.352638244628906,-73.79486083984375,America/New_York
8518995,"Albany, Hudson River, NY",42.65,-73.7467,America/New_York
8519050,"Uscg Station Ny, NY",40.612,-74.0598611111111,America/New_York
8519200,"Port Ivory, Arthur Kill, NY",40.645,-74.18,America/New_York
8519436,"Great Kills Harbor, NY",40.5433,-74.14,America/New_York
8519483,"Bergen Point West Reach, NY",40.63911111111111,-74.14630555555556,America/New_York
8519789,"Rossville, Staten Island, NY",40.5567,-74.2233,America/New_York
8530095,"Alpine, Hudson River, NJ",40.945,-73.9183,America/New_York
8530186,"New Milford, Hackensack River, NJ",40.935,-74.03,America/New_York
8530278,"Hackensack, Hackensack River, NJ",40.88,-74.04,America/New_York
8530398,"Ridgefield Park Hackensack River, NJ",40.85,-74.03,America/New_York
8530403,"East Rutherford, Passaic River, NJ",40.8467,-74.12,America/New_York
8530528,"Carlstadt, Hackensack River, NJ",40.8067,-74.06,America/New_York
8530531,"North Secaucus, Hack. River, NJ",40.805,-74.0533,America/New_York
8530586,"Berrys Creek, Fish Creek, NJ",40.7933,-74.0917,America/New_York
8530591,"Belleville, Passaic River, NJ",40.7867,-74.1467,America/New_York
8530645,"Union City Hudson River, NJ",40.765,-74.0183,America/New_York
8530696,"Amtrack Rr Swingbridge, Hackensack River, NJ",40.7517,-74.0967,America/New_York
8530743,"Point No Point, Passaic River, NJ",40.7317,-74.1167,America/New_York
8530772,"Kearny Point, Hackensack River, NJ",40.7283,-74.1033,America/New_York
8530882,"Port Elizabeth, Newark Bay, NJ",40.673301696777344,-74.13999938964844,America/New_York
8530985,"Constable Hook Upper Bay, NJ",40.655,-74.085,America/New_York
8531077,"Rahway River #1, NJ",40.5983,-74.2317,America/New_York
8531142,"Port Reading, NJ",40.55500030517578,-74.24500274658203,America/New_York
8531156,"Woodbridge Creek #1, NJ",40.545,-74.265,America/New_York
8531223,"Cheesequake Creek, NJ",40.4533,-74.2733,America/New_York
8531232,"South Amboy Raritan River, NJ",40.4917,-74.2817,America/New_York
8531262,"Keasbey, Raritan River, NJ",40.50830078125,-74.31169891357422,America/New_York
8531369,"North Old Bridge, South River, NJ",40.41669845581055,-74.36329650878906,America/New_York
8531390,"Sayreville, Raritan River, NJ",40.47829818725586,-74.35669708251953,America/New_York
8531463,"New Brunswick Raritan River, NJ",40.48830032348633,-74.43499755859375,America/New_York
8531526,"Matawan Creek Raritan Bay, NJ",40.4333,-74.2183,America/New_York
8531545,"Keyport, Raritan Bay, NJ",40.44,-74.1983,America/New_York
8531592,"Waackaack Ck, Raritan Bay, NJ",40.4483,-74.1433,America/New_York
8531662,"Atlantic Highlands, Sandy Hook, NJ",40.4183,-74.035,America/New_York
8531680,"Sandy Hook, NJ",40.46689987182617,-74.0093994140625,America/New_York
8531712,"Highlands Bridge, Shrewsbury River, NJ",40.3967,-73.9817,America/New_York
8531753,"Oceanic, Navesink River, NJ",40.3767,-74.015,America/New_York
8531804,"Sea Bright, NJ",40.365,-73.975,America/New_York
8531833,"Red Bank, Navesink River, NJ",40.355,-74.065,America/New_York
8531925,"Gooseneck Bridge, Shrewsbury R, NJ",40.3267,-74.0167,America/New_York
8531942,"Long Branch, Inside, NJ",40.325,-73.9967,America/New_York
8531991,"Long Branch,Fishing Pier, NJ",40.3033,-73.9767,America/New_York
8532322,"Shark River Hills, NJ",40.1917,-74.0383,America/New_York
8532337,"Belmar Outside, NJ",40.185,-74.0083,America/New_York
8532339,"Avon Shark River, NJ",40.1867,-74.0267,America/New_York
8532371,"Wall Township, Shark River, NJ",40.1783,-74.0467,America/New_York
8532585,"Point Pleasant Beach, Manasquan River, NJ",40.105,-74.055,America/New_York
8532591,"Manasquan Inlet, NJ",40.1017,-74.035,America/New_York
8532611,"Riviera Beach, Manasquan River, NJ",40.0967,-74.0867,America/New_York
8532703,"Forge Pond, Metedeconk River, NJ",40.065,-74.135,America/New_York
8532715,"Beaver Dam Creek, NJ",40.0617,-74.0617,America/New_York
8532716,"Beaver Dam Creek (Inside), NJ",40.0617,-74.0733,America/New_York
8532721,"Tall Pines Camp, Metedeconk R., NJ",40.0583,-74.1167,America/New_York
8532786,"Mantoloking, Barnegat Bay, NJ",40.0367,-74.0533,America/New_York
8532835,"Kettle Creek, NJ",40.0133,-74.1133,America/New_York
8532885,"Ocean Beach, Barnegat Bay, NJ",39.9883,-74.0683,America/New_York
8532921,"Silver Bay, NJ",39.9967,-74.1483,America/New_York
8533005,"Goose Creek Barnegat Bay, NJ",39.9633,-74.115,America/New_York
8533051,"Toms River, NJ",39.95000076293945,-74.19830322265625,America/New_York
8533055,"Coates Point, Barnegat Bay, NJ",39.9483,-74.115,America/New_York
8533071,"Seaside Heights, NJ",39.9433,-74.035,America/New_York
8533135,"Seaside Park, NJ",39.9217,-74.0833,America/New_York
8533141,"Barnegat Pier, Barnegat Bay, NJ",39.9183,-74.11,America/New_York
8533185,"Sloop Creek, NJ",39.905,-74.1333,America/New_York
8533295,"Cedar Creek, NJ",39.87,-74.155,America/New_York
8533345,"Island Beach Barnegat Bay, NJ",39.8517,-74.0883,America/New_York
8533365,"Stouts Creek, NJ",39.845001220703125,-74.15170288085938,America/New_York
8533391,"Forked River, NJ",39.825,-74.1733,America/New_York
8533465,"Oyster Creek, NJ",39.8083,-74.1883,America/New_York
8533535,"Island Beach, Sedge Islands, NJ",39.7883,-74.0983,America/New_York
8533541,"Waretown Barnegat Bay, NJ",39.7917,-74.1817,America/New_York
8533615,"Barnegat Inlet (Inside), NJ",39.7617,-74.1117,America/New_York
8533631,"High Bar, Barnegat Bay, NJ",39.7567,-74.1283,America/New_York
8533665,"Double Creek, NJ",39.745,-74.2017,America/New_York
8533738,"Loveladies, NJ",39.725,-74.1367,America/New_York
8533780,"Flat Creek, NJ",39.7067,-74.1917,America/New_York
8533862,"North Beach, Manahawkin Bay, NJ",39.675,-74.16,America/New_York
8533905,"Mill Creek, Manahawkin Bay, NJ",39.665,-74.2317,America/New_York
8533909,"Manahawkin Creek, NJ",39.6667,-74.215,America/New_York
8533935,"Manahawkin Drawbridge, NJ",39.6533,-74.185,America/New_York
8533941,"Cedar Rkun, Li Egg Harbor, NJ",39.6533,-74.2567,America/New_York
8533982,"Dinner Point Creek, NJ",39.6567,-74.27,America/New_York
8533987,"West Creek, Westecunk Creek, NJ",39.6317,-74.2967,America/New_York
8534002,"Upper Mullica River, NJ",39.625,-74.6417,America/New_York
8534043,"Wading River, NJ",39.6183,-74.4967,America/New_York
8534044,"Long Point, Little Egg Harbor, NJ",39.6133,-74.2633,America/New_York
8534048,"Beach Haven Crest (Inside), NJ",39.6133,-74.21,America/New_York
8534049,"Parker Run, Little Egg Harbor, NJ",39.6167,-74.31,America/New_York
8534080,"Tuckerton, Tuckertoncreek, NJ",39.6017,-74.3417,America/New_York
8534104,"New Gretna, Bass River, NJ",39.5917,-74.4417,America/New_York
8534117,"Green Bank, Mullica River, NJ",39.6117,-74.59,America/New_York
8534139,"Tuckerton, Little Egg Harbor, NJ",39.5767,-74.3317,America/New_York
8534208,"Beach Haven Cg Station, NJ",39.5483,-74.2567,America/New_York
8534212,"Cramers Boatyard, Mullica River, NJ",39.5483,-74.4617,America/New_York
8534244,"Graveling Point, NJ",39.540000915527344,-74.38670349121094,America/New_York
8534256,"Nancote Creek, NJ",39.535,-74.4633,America/New_York
8534287,"Little Sheepshead Creek, NJ",39.5217,-74.32,America/New_York
8534319,"Great Bay, Shooting Thorofare, NJ",39.50830078125,-74.32499694824219,America/New_York
8534393,"Main Marsh Thorofare, NJ",39.4783,-74.3833,America/New_York
8534468,"Mays Landing, Great Egg Harbor River, NJ",39.4483,-74.7283,America/New_York
8534496,"Brigantine Channel, NJ",39.435,-74.3633,America/New_York
8534540,"Absecon, Absecon Creek, NJ",39.4233,-74.5,America/New_York
8534638,"Absecon Channal, NJ",39.385,-74.425,America/New_York
